ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|7d34630bad3d2a4831e894f91f41923b|2024-02-23|10:12:29|1708701149|misc_pos|209.48|0|McDermott-Rice|32.230688|-115.274353
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|897f1d3c1d9bfa14d8877e628fee41b4|2024-02-23|05:51:11|1708685471|misc_pos|202.15|0|McCullough LLC|33.058902|-114.963244
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|540297c82a5bf4de5f26a327f1537f9a|2024-01-17|09:38:31|1705502311|grocery_net|219.91|0|Jaskolski-Dibbert|33.325689|-114.914436
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|ef22619c35b04ca24c6518fecdf41f49|2024-02-19|07:17:43|1708345063|misc_pos|218.58|0|Christiansen-Gusikowski|33.536929|-114.740759
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|21f640c7fd86bb6e784f9ebb4d4672da|2024-02-04|07:18:37|1707049117|grocery_pos|186.95|0|Schultz, Simonis and Little|33.420488|-115.060108
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|ea80ddf87ddef33dead6988880bbe102|2024-02-25|10:39:58|1708875598|misc_pos|213.75|0|Howe Ltd|32.108531|-113.951198
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|ae54d22f0b5fa5e92c894ddc017fbeaf|2024-01-01|09:01:24|1704117684|gas_transport|165.52|0|Friesen-D'Amore|32.253501|-114.541159
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|4bafe090f8ad84c6ce2e6c2ad05056b1|2024-02-11|00:11:25|1707628285|misc_net|199.20|0|Bernier, Volkman and Hoeger|33.348392|-115.630894
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|330dd9b30b8feff03e986bf11b654916|2024-02-04|10:35:50|1707060950|grocery_pos|224.32|0|Heller, Gutmann and Zieme|33.344462|-114.743589
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|c16ba4c68151f1a42a3e7dd1ad098d92|2024-02-23|09:08:50|1708697330|misc_pos|202.00|0|Halvorson Group|32.098047|-114.217223
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|92dbb52e154a7dce5359192e91f16d6f|2024-01-19|05:48:44|1705661324|grocery_net|198.42|0|Rempel PLC|33.544526|-114.446716
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|1ccd72b4fca939d3bf9dab92f0d167fd|2024-02-08|04:45:06|1707385506|misc_net|195.73|0|Johnson, Runolfsdottir and Mayer|31.838972|-115.440634
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|a855ba4d1fa0c147018fa84c838f9d81|2024-01-08|05:50:43|1704711043|grocery_net|189.40|0|Pfeffer LLC|32.821653|-114.213926
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|1764f1f3379181ed015a72e4ce245566|2024-02-03|02:32:12|1706945532|grocery_pos|207.47|0|Kiehn Inc|32.353575|-114.319172
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|2d113ed31120a2ecde215dd191db9972|2024-01-07|08:03:56|1704632636|grocery_net|191.56|0|Rutherford, Homenick and Bergstrom|33.150017|-114.464598
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|7309212849bdc00a0163d6ba32e8bcab|2024-01-06|07:42:56|1704544976|gas_transport|187.29|0|Brekke and Sons|31.689333|-114.514098
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|2b2b8413a760155a9608a80496694ecb|2024-01-10|08:14:45|1704892485|grocery_net|195.19|0|Emmerich-Luettgen|31.869714|-114.651269
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|41d4fbabb47b7a704029401b929f13c1|2024-01-14|03:37:06|1705221426|grocery_net|167.78|0|Johnston, Nikolaus and Maggio|33.526337|-114.895164
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|f9d441cf54345f2e30c0574f9acf9142|2024-02-03|10:49:00|1706975340|grocery_pos|175.24|0|Kovacek, Dibbert and Ondricka|33.041172|-113.861726
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|6c7cf72e852f4dff4e6f57125905a4d4|2024-02-14|07:11:23|1707912683|misc_net|213.85|0|Klocko LLC|31.870528|-114.710077
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|ca6957af9f1b083759f26b8a1cf9e24a|2024-01-15|05:23:37|1705314217|grocery_net|227.22|0|Funk Group|33.039126|-115.371275
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|c103b08693809cc74f34b4536d26224f|2024-01-10|08:43:58|1704894238|grocery_net|197.63|0|Collier Inc|31.734383|-113.950218
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|bba21b9dded10bba9104cff8f0e538d1|2024-02-13|07:56:58|1707829018|misc_net|187.99|0|McGlynn-Heathcote|32.278234|-115.070735
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|12ae2a55b6e6a181309109ae36ca750e|2024-02-06|05:44:06|1707216246|grocery_pos|203.17|0|Rau and Sons|33.335534|-114.143364
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|54767d34e2c7c767ecea10918c7bff3a|2024-01-05|03:36:38|1704443798|gas_transport|224.20|0|Erdman-Kertzmann|33.240262|-115.277684
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|6c8900a410a929f61313ba92a26198ed|2024-01-07|09:59:26|1704639566|grocery_net|173.31|0|Gutmann Ltd|32.055200|-115.673480
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|6bcb7efc82402887915cd349bb2a671b|2024-01-25|00:30:09|1706160609|grocery_pos|228.65|0|Padberg-Welch|32.557655|-115.032332
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|3a1eb95b1bc8a141692608888477a4f7|2024-02-18|01:17:23|1708237043|misc_pos|205.73|0|Maggio-Fahey|32.203451|-115.435181
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|ba3fcd0fff64f512165a78addd09cc7e|2024-02-02|03:04:55|1706861095|grocery_pos|202.83|0|Strosin-Cruickshank|33.391772|-114.940145
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|bb21dcd9a60b56216ad7237f6c522955|2024-02-12|02:46:03|1707723963|misc_net|204.98|0|Klocko LLC|32.396970|-115.277612
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|7b615c01e0661f44443c4d938c510f76|2024-02-11|04:59:20|1707645560|misc_net|190.24|0|Dooley-Thompson|32.778080|-114.917370
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|a0f40615334a8ae9a26734d5ec2bce70|2024-02-08|05:46:19|1707389179|misc_net|216.33|0|Mante Group|32.846095|-115.178710
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|d6d325c84d5b5f0208ad14ca977b9e2f|2024-01-29|09:39:48|1706539188|grocery_pos|188.65|0|Goodwin-Nitzsche|33.060177|-115.707645
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|c59cc52bd329569f62fd52b222cfab2f|2024-01-05|04:55:13|1704448513|gas_transport|216.32|0|Corwin-Collins|32.685757|-114.159177
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|3ea8a81cd863cf0e621ef00b34d26c66|2024-01-05|04:27:03|1704446823|gas_transport|199.52|0|Schmitt Inc|31.608152|-114.751705
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|7bf2ff9bae97aea16d28ede6a69ea4fd|2024-01-05|02:22:53|1704439373|gas_transport|190.83|0|Kling Inc|32.250188|-114.380093
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|ae0486a7933945a5e9c4015b8427087e|2024-01-06|02:53:46|1704527626|gas_transport|194.59|0|Harber Inc|33.350821|-114.318765
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|e831f48db35d1212ebb2fbfd0578722a|2024-02-24|00:59:48|1708754388|misc_pos|267.61|0|Simonis-Prohaska|33.439717|-114.498400
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|1700990da94f71a7137f6b597ccacf97|2024-02-18|01:46:51|1708238811|misc_pos|4.32|0|Hermann-Gaylord|31.692748|-114.746151
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|af6cfa973a9d73b414c0ee7e379e201a|2024-01-18|07:26:40|1705580800|grocery_net|3.33|0|Towne, Walker and Borer|32.304051|-115.406347
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|e1944e9e3d9c106a5a0a6ff5d15f7b08|2024-01-31|02:47:19|1706687239|grocery_pos|13.59|0|Koepp-Witting|32.918572|-115.158026
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|313ab1ede5d97723d52f77421d4e3d2b|2024-01-10|10:26:48|1704900408|grocery_net|41.11|0|Shields Inc|31.755355|-115.099062
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|4b31e38105b6dfdfca8af9fe18073bc5|2024-02-11|07:05:25|1707653125|misc_net|5.90|0|Kuhn LLC|33.124905|-115.034594
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|2bc854ad142602cf7f957db8babb0f6d|2024-01-04|06:08:22|1704366502|gas_transport|114.24|0|Kutch, Hermiston and Farrell|32.907769|-114.853812
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|8aba729a1bc207cd923b48d6a641bc1d|2024-01-08|02:45:54|1704699954|grocery_net|30.71|0|Kemmer-Reinger|32.114585|-114.629705
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|b60504f517b451e4c58fe312fd9b39cd|2024-02-14|09:21:50|1707920510|misc_net|99.35|0|Hamill-Daugherty|32.603427|-114.366772
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|2770be129eaced7c28cae1fe42fec494|2024-01-03|04:47:00|1704275220|gas_transport|1.16|0|Cummerata-Jones|32.052474|-114.151453
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|5d7dc2d1ecc3d166438779a2d2d86cf7|2024-02-13|01:48:15|1707806895|misc_net|3.20|0|Kerluke PLC|32.236088|-114.571971
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|e2c0310a2d89fd2aaa24e95fecbc799f|2024-01-20|01:53:27|1705733607|grocery_pos|263.35|0|Hudson-Ratke|32.107627|-114.822817
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|8cbdb9a9791e4ab3dcc94937057a0e14|2024-01-14|08:23:50|1705238630|grocery_net|33.55|0|Bernier, Streich and Jewess|32.264410|-114.152436
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|4e05ba2c67050c39fc4585f6b0ec05b6|2024-01-31|05:39:16|1706697556|grocery_pos|184.64|0|Doyle Ltd|32.728098|-115.639299
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|f326146b338f14837b27c52591fee3e8|2024-01-21|11:15:23|1705853723|grocery_pos|10.86|0|Bauch-Raynor|31.600884|-115.060413
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|f7b0a9fab798e2ed4e49640d2b2c78e2|2024-02-21|09:57:51|1708527471|misc_pos|6.54|0|Lehner, Reichert and Mills|33.013968|-115.186052
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|22428342a9e8f4361d9530b7c64ad81a|2024-01-17|03:50:54|1705481454|grocery_net|154.41|0|Smitham-Boehm|33.150983|-115.292206
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|ecbdea00a7fc185522dfcff4a926cb75|2024-01-17|03:10:53|1705479053|grocery_net|6.05|0|Morar Inc|33.234089|-115.267390
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|650f63f25811357b76249400687f09a7|2024-02-12|00:04:03|1707714243|misc_net|45.44|0|Kerluke, Kertzmann and Wiza|33.095070|-114.638613
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|3b16d0a537a83bb8107958790946ddd1|2024-01-26|08:25:36|1706275536|grocery_pos|55.71|0|Padberg-Welch|32.877885|-115.509003
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|f4ad9b8ef0c93b08673619e8cbfcbb76|2024-02-25|09:54:20|1708872860|misc_pos|450.95|0|Block Group|33.283047|-114.111294
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|7c5d7b1c028cccc16d652ea76925763d|2024-02-22|09:51:31|1708613491|misc_pos|7.43|0|Lehner, Reichert and Mills|31.912843|-115.430972
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|d10aaecefd39d970b6bef340239d5d1a|2024-01-21|11:27:55|1705854475|grocery_pos|2.81|0|Huel, Hammes and Witting|31.568746|-114.548175
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|5beca774889914558a28487f349202aa|2024-02-20|06:57:03|1708430223|misc_pos|258.09|0|Nienow, Ankunding and Collier|33.098763|-113.995508
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|9ccc6553e06f4da3f32ea0e86a9b79b0|2024-02-04|05:43:43|1707043423|grocery_pos|4.46|0|Schamberger-O'Keefe|31.670936|-114.902869
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|1781ff184a4a6c7f8c9144487e93fc56|2024-02-21|08:00:42|1708520442|misc_pos|50.99|0|Keeling-Crist|33.462323|-115.230718
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|a4d748f73021a229b56c98c165f3e812|2024-01-08|10:07:38|1704726458|grocery_net|6.09|0|Stokes, Christiansen and Sipes|33.293658|-115.021152
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|0943cf1dcd63798fc0c961adcc9dc95c|2024-01-14|04:16:02|1705223762|grocery_net|58.65|0|Pfeffer LLC|32.283284|-114.785074
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|844a47535d5290928384609997963311|2024-01-28|04:01:36|1706432496|grocery_pos|100.83|0|Kuhic Inc|31.813379|-115.610794
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|6a46c945f2b50c30474b53ccb1069726|2024-01-02|08:22:04|1704201724|gas_transport|656.97|0|Luettgen PLC|31.658877|-115.466561
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|0755ef7de3a4460d2c75b5f01af70df8|2024-01-07|04:30:54|1704619854|gas_transport|397.07|0|Huels-Nolan|32.229452|-115.208178
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|95a667baf3fe4b8cc7e772921b6e6107|2024-02-17|00:14:54|1708146894|misc_pos|20.80|0|Turner, Ruecker and Parisian|32.473108|-115.255268
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|6c83c26cb0e8df0ae37eaa8cd6332e5d|2024-02-14|02:51:33|1707897093|misc_net|7.28|0|Kerluke PLC|32.138873|-113.790817
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|192962ba1d5d49f2ecbd1ecbffc8592e|2024-01-25|01:16:06|1706163366|grocery_pos|14.43|0|Schamberger-O'Keefe|32.044184|-115.569187
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|505f92adc89fb08c70775f04a20ff862|2024-01-28|07:26:38|1706444798|grocery_pos|339.56|0|Huel, Hammes and Witting|33.352262|-115.187870
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|ca590d2b57832a382c00e80422db1bc9|2024-01-21|00:23:25|1705814605|grocery_pos|7.47|0|Vandervort-Funk|32.636519|-115.445716
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|c33707b30880978fbcea9661f68daecd|2024-02-13|00:07:46|1707800866|misc_net|116.18|0|Klocko LLC|32.268195|-114.982135
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|9bf319fb2faf418e662057e12f686099|2024-02-05|07:26:40|1707136000|grocery_pos|3.90|0|Pacocha-O'Reilly|33.487249|-115.039167
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|715476c146476139c31700c596762d9a|2024-02-23|00:17:38|1708665458|misc_pos|887.57|0|Flatley Group|32.072525|-115.266198
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|700978d0f89074ad7afbbf8fe05991d5|2024-01-27|02:38:12|1706341092|grocery_pos|18.43|0|Kiehn-Emmerich|32.104127|-113.779892
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|b6c628bd7c649d6925a9bd9265c92ef9|2024-02-19|04:55:26|1708336526|misc_pos|10.85|0|Haley Group|32.831160|-115.094659
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|ee665f73d869dec303be671cc9e12777|2024-02-17|05:53:18|1708167198|misc_pos|16.30|0|Block Group|32.350416|-115.055102
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|bd394d88f44898c0f9e6e0cdc4aa886c|2024-01-04|09:03:15|1704376995|gas_transport|62.86|0|Mraz-Herzog|32.860803|-114.777514
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|60fa1023f4ba4e1740352c5c92fc27b1|2024-01-21|08:17:45|1705843065|grocery_pos|24.58|0|Kiehn Inc|32.802549|-115.084552
